ind,Region,Site,Exp,y,Year,Clim
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,4.912,1998,5.691
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,4.551,1999,7.450419355
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,4.784,2000,7.767709677
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,4.769,2001,7.738903226
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,5.81,2002,7.364451613
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,5.882,2003,5.54516129
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,5.087,2003,7.552806452
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,5.994,2004,4.439483871
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,5.917,2005,5.408688865
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,6.62,2006,6.623645161
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,6.49,2007,7.770870968
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,6.069,2008,6.938225806
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,6.92,2009,9.6628125
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,6.79,2010,7.654590909
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,7.29,2011,9.679633333
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,7.447,2012,8.673354839
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,6.772,2013,6.183354839
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,7.186,2014,7.359870968
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,6.676,2015,7.339032258
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,7.46,2016,8.19616129
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,6.573,2017,6.638870968
FertT,Alexandra Fiord - Ellesmere,Vaccinium,T,6.995,2018,5.176846154
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1966,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1967,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1968,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1969,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1970,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1971,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1972,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1973,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1974,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1975,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1976,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1977,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1978,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1979,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1980,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1981,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1982,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1983,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1984,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1985,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1986,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,NA,1987,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,3.404,1988,NA
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,3.249,1989,6.272892857
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,3.864,1990,7.109777778
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.258,1991,6.229225806
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,3.781,1992,7.016451613
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,3.59,1993,4.93816129
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.403,1994,7.210580645
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.66,1995,6.034548387
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.665,1996,6.399129032
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.744,1997,6.667903226
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,6.07,1998,5.691
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,5.428,1999,7.450419355
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,6.361,2000,7.767709677
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,6.327,2001,7.738903226
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.85,2002,7.364451613
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.481,2003,5.54516129
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.85,2003,7.552806452
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.058,2004,4.439483871
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.112,2005,5.408688865
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,5.775,2006,6.623645161
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,5.237,2007,7.770870968
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,6.119,2008,6.938225806
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,5.556,2009,9.6628125
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,5.677,2010,7.654590909
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,5.975,2011,9.679633333
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,5.17,2012,8.673354839
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,7.523,2013,6.183354839
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,6.011,2014,7.359870968
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,6.489,2015,7.339032258
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.664,2016,8.19616129
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.878,2017,6.638870968
MigrationC,Alexandra Fiord - Ellesmere,Migration,C,4.692,2018,5.176846154
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1966,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1967,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1968,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1969,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1970,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1971,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1972,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1973,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1974,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1975,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1976,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1977,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1978,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1979,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1980,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1981,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1982,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1983,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1984,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1985,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1986,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1987,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1988,NA
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1989,6.272892857
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1990,7.109777778
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1991,6.229225806
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,NA,1992,7.016451613
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,2.715,1993,4.93816129
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,4.777,1994,7.210580645
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,4.72,1995,6.034548387
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,6.544,1996,6.399129032
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,6.263,1997,6.667903226
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,6.046,1998,5.691
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,5.359,1999,7.450419355
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,5.597,2000,7.767709677
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,4.833,2001,7.738903226
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,5.616,2002,7.364451613
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,5.621,2003,5.54516129
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,5.447,2003,7.552806452
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,5.599,2004,4.439483871
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,5.697,2005,5.408688865
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,5.845,2006,6.623645161
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,5.375,2007,7.770870968
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,5.111,2008,6.938225806
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,6.699,2009,9.6628125
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,5.681,2010,7.654590909
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,7.282,2011,9.679633333
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,6.877,2012,8.673354839
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,7.469,2013,6.183354839
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,6.982,2014,7.359870968
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,7.451,2015,7.339032258
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,8.474,2016,8.19616129
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,6.465,2017,6.638870968
MigrationT,Alexandra Fiord - Ellesmere,Migration,T,6.975,2018,5.176846154
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1966,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1967,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1968,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1969,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1970,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1971,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1972,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1973,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1974,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1975,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1976,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1977,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1978,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1979,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1980,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1981,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1982,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1983,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1984,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1985,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,NA,1986,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,3.312,1987,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.067,1988,NA
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,3.878,1989,6.272892857
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,3.636,1990,7.109777778
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.469,1991,6.229225806
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.3,1992,7.016451613
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.743,1993,4.93816129
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,3.781,1994,7.210580645
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.049,1995,6.034548387
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.497,1996,6.399129032
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.841,1997,6.667903226
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.376,1998,5.691
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.826,1999,7.450419355
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.518,2000,7.767709677
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.259,2001,7.738903226
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.871,2002,7.364451613
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.272,2003,5.54516129
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,5.006,2003,7.552806452
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.709,2004,4.439483871
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.983,2005,5.408688865
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,5.129,2006,6.623645161
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.657,2007,7.770870968
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,5.685,2008,6.938225806
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,5.868,2009,9.6628125
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,5.822,2010,7.654590909
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,5.799,2011,9.679633333
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,5.291,2012,8.673354839
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,5.363,2013,6.183354839
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,6.579,2014,7.359870968
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,6.561,2015,7.339032258
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,6.389,2016,8.19616129
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,5.045,2017,6.638870968
AnnexC,Alexandra Fiord - Ellesmere,Annex,C,4.763,2018,5.176846154
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1966,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1967,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1968,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1969,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1970,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1971,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1972,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1973,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1974,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1975,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1976,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,NA,1977,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,2.714,1978,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,5.062,1979,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,2.278,1980,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,3.551,1981,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,3.28,1982,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.552,1983,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,2.831,1984,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.316,1985,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,3.379,1986,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,3.176,1987,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,3.974,1988,NA
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,3.839,1989,6.272892857
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.306,1990,7.109777778
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,5.585,1991,6.229225806
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.079,1992,7.016451613
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,3.321,1993,4.93816129
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,5.012,1994,7.210580645
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,3.699,1995,6.034548387
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.831,1996,6.399129032
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,3.662,1997,6.667903226
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,5.071,1998,5.691
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.265,1999,7.450419355
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.505,2000,7.767709677
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.701,2001,7.738903226
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,3.906,2002,7.364451613
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.482,2003,5.54516129
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.386,2003,7.552806452
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.864,2004,4.439483871
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,4.492,2005,5.408688865
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,6.26,2006,6.623645161
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,5.576,2007,7.770870968
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,5.607,2008,6.938225806
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,5.587,2009,9.6628125
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,5.964,2010,7.654590909
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,6.412,2011,9.679633333
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,6.201,2012,8.673354839
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,7.85,2013,6.183354839
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,8.712,2014,7.359870968
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,7.475,2015,7.339032258
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,7.996,2016,8.19616129
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,7.155,2017,6.638870968
AnnexT,Alexandra Fiord - Ellesmere,Annex,T,7.157,2018,5.176846154
ToolikC,Alaska,Toolik,C,NA,1966,9.6
ToolikC,Alaska,Toolik,C,NA,1967,10.5
ToolikC,Alaska,Toolik,C,NA,1968,9.7
ToolikC,Alaska,Toolik,C,NA,1969,12.6
ToolikC,Alaska,Toolik,C,NA,1970,9.2
ToolikC,Alaska,Toolik,C,NA,1971,10.4
ToolikC,Alaska,Toolik,C,NA,1972,11.2
ToolikC,Alaska,Toolik,C,NA,1973,11.8
ToolikC,Alaska,Toolik,C,NA,1974,10.6
ToolikC,Alaska,Toolik,C,NA,1975,10.2
ToolikC,Alaska,Toolik,C,NA,1976,11.5
ToolikC,Alaska,Toolik,C,NA,1977,10.4
ToolikC,Alaska,Toolik,C,NA,1978,10.8
ToolikC,Alaska,Toolik,C,NA,1979,11.7
ToolikC,Alaska,Toolik,C,NA,1980,12.1
ToolikC,Alaska,Toolik,C,NA,1981,9.9
ToolikC,Alaska,Toolik,C,NA,1982,9.8
ToolikC,Alaska,Toolik,C,NA,1983,11.6
ToolikC,Alaska,Toolik,C,NA,1984,10.7
ToolikC,Alaska,Toolik,C,NA,1985,10.3
ToolikC,Alaska,Toolik,C,NA,1986,10.1
ToolikC,Alaska,Toolik,C,NA,1987,11.1
ToolikC,Alaska,Toolik,C,NA,1988,11.8
ToolikC,Alaska,Toolik,C,NA,1989,11.9
ToolikC,Alaska,Toolik,C,NA,1990,12.6
ToolikC,Alaska,Toolik,C,NA,1991,12.9
ToolikC,Alaska,Toolik,C,NA,1992,9.6
ToolikC,Alaska,Toolik,C,NA,1993,11.7
ToolikC,Alaska,Toolik,C,NA,1994,13.1
ToolikC,Alaska,Toolik,C,NA,1995,12.7
ToolikC,Alaska,Toolik,C,NA,1996,11.4
ToolikC,Alaska,Toolik,C,NA,1997,11.6
ToolikC,Alaska,Toolik,C,NA,1998,11.6
ToolikC,Alaska,Toolik,C,NA,1999,13.1
ToolikC,Alaska,Toolik,C,NA,2000,10.7
ToolikC,Alaska,Toolik,C,NA,2001,10.5
ToolikC,Alaska,Toolik,C,NA,2002,10.4
ToolikC,Alaska,Toolik,C,NA,2003,10.9
ToolikC,Alaska,Toolik,C,4.18,2003,11.1
ToolikC,Alaska,Toolik,C,3.9,2004,12.9
ToolikC,Alaska,Toolik,C,5.22,2005,10.8
ToolikC,Alaska,Toolik,C,3.68,2006,11.1
ToolikC,Alaska,Toolik,C,5.095,2007,12.8
ToolikC,Alaska,Toolik,C,4.822459,2008,11.1
ToolikC,Alaska,Toolik,C,5.009621,2009,13
ToolikC,Alaska,Toolik,C,4.923404,2010,10.9
ToolikC,Alaska,Toolik,C,5.281586,2011,11
ToolikC,Alaska,Toolik,C,5.791974,2012,11.7
ToolikC,Alaska,Toolik,C,6.660235,2013,12.2
ToolikC,Alaska,Toolik,C,6.14351,2014,10.3
ToolikC,Alaska,Toolik,C,7.317302,2015,11.4
ToolikC,Alaska,Toolik,C,7.727812,2016,12.2
ToolikC,Alaska,Toolik,C,6.542228,2017,13.4
ToolikC,Alaska,Toolik,C,6.315608,2018,12.7
ToolikT,Alaska,Toolik,T,NA,1966,9.6
ToolikT,Alaska,Toolik,T,NA,1967,10.5
ToolikT,Alaska,Toolik,T,NA,1968,9.7
ToolikT,Alaska,Toolik,T,NA,1969,12.6
ToolikT,Alaska,Toolik,T,NA,1970,9.2
ToolikT,Alaska,Toolik,T,NA,1971,10.4
ToolikT,Alaska,Toolik,T,NA,1972,11.2
ToolikT,Alaska,Toolik,T,NA,1973,11.8
ToolikT,Alaska,Toolik,T,NA,1974,10.6
ToolikT,Alaska,Toolik,T,NA,1975,10.2
ToolikT,Alaska,Toolik,T,NA,1976,11.5
ToolikT,Alaska,Toolik,T,NA,1977,10.4
ToolikT,Alaska,Toolik,T,NA,1978,10.8
ToolikT,Alaska,Toolik,T,NA,1979,11.7
ToolikT,Alaska,Toolik,T,NA,1980,12.1
ToolikT,Alaska,Toolik,T,NA,1981,9.9
ToolikT,Alaska,Toolik,T,NA,1982,9.8
ToolikT,Alaska,Toolik,T,NA,1983,11.6
ToolikT,Alaska,Toolik,T,NA,1984,10.7
ToolikT,Alaska,Toolik,T,NA,1985,10.3
ToolikT,Alaska,Toolik,T,NA,1986,10.1
ToolikT,Alaska,Toolik,T,NA,1987,11.1
ToolikT,Alaska,Toolik,T,NA,1988,11.8
ToolikT,Alaska,Toolik,T,NA,1989,11.9
ToolikT,Alaska,Toolik,T,NA,1990,12.6
ToolikT,Alaska,Toolik,T,NA,1991,12.9
ToolikT,Alaska,Toolik,T,NA,1992,9.6
ToolikT,Alaska,Toolik,T,NA,1993,11.7
ToolikT,Alaska,Toolik,T,NA,1994,13.1
ToolikT,Alaska,Toolik,T,NA,1995,12.7
ToolikT,Alaska,Toolik,T,NA,1996,11.4
ToolikT,Alaska,Toolik,T,NA,1997,11.6
ToolikT,Alaska,Toolik,T,NA,1998,11.6
ToolikT,Alaska,Toolik,T,NA,1999,13.1
ToolikT,Alaska,Toolik,T,5.45,2000,10.7
ToolikT,Alaska,Toolik,T,2.73,2001,10.5
ToolikT,Alaska,Toolik,T,4.06,2002,10.4
ToolikT,Alaska,Toolik,T,4.165,2003,10.9
ToolikT,Alaska,Toolik,T,4.48,2003,11.1
ToolikT,Alaska,Toolik,T,4.165,2004,12.9
ToolikT,Alaska,Toolik,T,5.26,2005,10.8
ToolikT,Alaska,Toolik,T,6.775,2006,11.1
ToolikT,Alaska,Toolik,T,6.385669,2007,12.8
ToolikT,Alaska,Toolik,T,4.75,2008,11.1
ToolikT,Alaska,Toolik,T,5.897228,2009,13
ToolikT,Alaska,Toolik,T,5.721074,2010,10.9
ToolikT,Alaska,Toolik,T,6.51517,2011,11
ToolikT,Alaska,Toolik,T,7.465255,2012,11.7
